#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Lagoa Santa 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
3137605402034 3137605402034 0 
3137605402034 3137602116553 1383 
3137605402034 3137605324920 2687 
3137605402034 3137602168332 4230 
3137605402034 3137605324912 3240 
3137605402034 3137602116588 4020 
3137605402034 3137605402417 5875 
3137605402034 3137602117363 7273 
3137605402034 3137605324904 3507 
3137605402034 3137602116537 7085 
3137605402034 3137602116545 1980 
3137605402034 3137605402425 4112 
3137605402034 3137602116561 2095 
3137605402034 3137604334663 3895 
3137605402034 3137602116529 10230 
3137605402034 3137606897061 12595 
3137605402034 3137606844286 9305 
3137605402034 313760105000026 3651 
3137605402034 313760105000048 4447 
3137605402034 313760105000050 6230 
3137605402034 313760105000082 872 
3137605402034 313760105000098 1248 
3137605402034 313760105000145 2386 
3137605402034 313760105000146 5548 
3137605402034 313760105000152 9897 
3137605402034 313760105000172 7212 
3137605402034 313760105000206 4448 
3137605402034 313760105000219 5203 
3137605402034 313760105000220 5958 
3137605402034 313760105000221 5322 
3137605402034 313760105000225 5845 
3137605402034 313760105000226 6119 
3137605402034 313760105000229 6341 
3137605402034 313760105000231 6511 
3137605402034 313760105000257 1694 
3137605402034 313760105000264 6249 
3137605402034 313760105000273 5042 
3137605402034 313760105000280 8157 
3137605402034 313760114000002 4872 
3137605402034 313760114000007 4531 
3137605402034 313760114000008 4064 
3137605402034 313760114000009 3266 
3137605402034 313760114000010 6751 
3137605402034 313760115000005 10956 
3137605402034 313760115000006 13679 
3137605402034 313760115000007 12154 
3137605402034 313760115000015 8613 
3137602116553 3137605402034 1383 
3137602116553 3137602116553 0 
3137602116553 3137605324920 3618 
3137602116553 3137602168332 3429 
3137602116553 3137605324912 2564 
3137602116553 3137602116588 2819 
3137602116553 3137605402417 4586 
3137602116553 3137602117363 5920 
3137602116553 3137605324904 2297 
3137602116553 3137602116537 5728 
3137602116553 3137602116545 2866 
3137602116553 3137605402425 3460 
3137602116553 3137602116561 726 
3137602116553 3137604334663 2541 
3137602116553 3137602116529 8853 
3137602116553 3137606897061 11296 
3137602116553 3137606844286 7924 
3137602116553 313760105000026 3208 
3137602116553 313760105000048 4949 
3137602116553 313760105000050 6444 
3137602116553 313760105000082 760 
3137602116553 313760105000098 1346 
3137602116553 313760105000145 3532 
3137602116553 313760105000146 5017 
3137602116553 313760105000152 8515 
3137602116553 313760105000172 6411 
3137602116553 313760105000206 3966 
3137602116553 313760105000219 3859 
3137602116553 313760105000220 4592 
3137602116553 313760105000221 3951 
3137602116553 313760105000225 4462 
3137602116553 313760105000226 4740 
3137602116553 313760105000229 4959 
3137602116553 313760105000231 6295 
3137602116553 313760105000257 536 
3137602116553 313760105000264 5101 
3137602116553 313760105000273 5604 
3137602116553 313760105000280 6845 
3137602116553 313760114000002 6254 
3137602116553 313760114000007 5828 
3137602116553 313760114000008 5385 
3137602116553 313760114000009 4528 
3137602116553 313760114000010 7899 
3137602116553 313760115000005 9806 
3137602116553 313760115000006 12336 
3137602116553 313760115000007 10771 
3137602116553 313760115000015 7364 
3137605324920 3137605402034 2687 
3137605324920 3137602116553 3618 
3137605324920 3137605324920 0 
3137605324920 3137602168332 4410 
3137605324920 3137605324912 3543 
3137605324920 3137602116588 5129 
3137605324920 3137605402417 7006 
3137605324920 3137602117363 8624 
3137605324920 3137605324904 4748 
3137605324920 3137602116537 8467 
3137605324920 3137602116545 752 
3137605324920 3137605402425 4033 
3137605324920 3137602116561 4289 
3137605324920 3137604334663 5521 
3137605324920 3137602116529 11699 
3137605324920 3137606897061 13464 
3137605324920 3137606844286 10870 
3137605324920 313760105000026 3346 
3137605324920 313760105000048 6618 
3137605324920 313760105000050 4110 
3137605324920 313760105000082 3481 
3137605324920 313760105000098 2348 
3137605324920 313760105000145 3901 
3137605324920 313760105000146 8233 
3137605324920 313760105000152 11633 
3137605324920 313760105000172 6881 
3137605324920 313760105000206 3935 
3137605324920 313760105000219 6636 
3137605324920 313760105000220 7477 
3137605324920 313760105000221 6917 
3137605324920 313760105000225 7586 
3137605324920 313760105000226 7748 
3137605324920 313760105000229 8024 
3137605324920 313760105000231 5082 
3137605324920 313760105000257 4113 
3137605324920 313760105000264 8719 
3137605324920 313760105000273 2547 
3137605324920 313760105000280 10337 
3137605324920 313760114000002 4269 
3137605324920 313760114000007 4894 
3137605324920 313760114000008 4377 
3137605324920 313760114000009 4107 
3137605324920 313760114000010 7477 
3137605324920 313760115000005 11300 
3137605324920 313760115000006 14774 
3137605324920 313760115000007 13836 
3137605324920 313760115000015 9407 
3137602168332 3137605402034 4230 
3137602168332 3137602116553 3429 
3137602168332 3137605324920 4410 
3137602168332 3137602168332 0 
3137602168332 3137605324912 1006 
3137602168332 3137602116588 1600 
3137602168332 3137605402417 2911 
3137602168332 3137602117363 4570 
